"class","variable","glm_coef","glm_pval","ridge_coef","lasso_coef","elastic_coef","glm_selected","ridge_selected","lasso_selected","elastic_selected","Boruta"
"3","In winter, I find cold air in my nose extremely uncomfortable",1.34421668629603,1.02364357923435e-06,-0.0376890267399058,-0.149945048196253,-0.0355528507425034,TRUE,FALSE,TRUE,TRUE,"Confirmed"
"4","In winter, I find cold air in my nose extremely uncomfortable",1.83512452374403,5.21314102996939e-11,0.247389235950059,0.149945048196253,0.291185271791183,TRUE,TRUE,TRUE,TRUE,"Confirmed"
"1","Lateralization (x/20)",NA,NA,0.0169835397919615,0.007255185794122,0.0129973217003819,FALSE,FALSE,TRUE,TRUE,"Rejected"
"2","Lateralization (x/20)",-0.0250020325319375,0.775371297177307,0.00946754064154298,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"3","Lateralization (x/20)",-0.0155518000585574,0.815587257347318,-0.00689680332374966,0,0,FALSE,FALSE,FALSE,FALSE,"Rejected"
"4","Lateralization (x/20)",-0.0711988238792123,0.29659638514969,-0.0195542771097548,-0.0286112681100499,-0.0293044768147459,FALSE,FALSE,TRUE,TRUE,"Rejected"
"1","My eyes tear strongly when cutting onions",NA,NA,-0.373010400889505,-0.61195860074152,-0.554714425729875,FALSE,TRUE,TRUE,TRUE,"Confirmed"
"2","My eyes tear strongly when cutting onions",1.62359158097686,0.000133394293817757,0.4350195642391,0.61195860074152,0.610181256422559,TRUE,TRUE,TRUE,TRUE,"Confirmed"
"3","My eyes tear strongly when cutting onions",-0.334405065736837,0.249482215258651,-0.647195063356039,-0.909356437403971,-0.855430773037116,FALSE,TRUE,TRUE,TRUE,"Confirmed"
"4","My eyes tear strongly when cutting onions",1.85116025221971,2.04326648933773e-08,0.585185900006444,0.786033812751111,0.799963942344432,TRUE,TRUE,TRUE,TRUE,"Confirmed"
"1","Pungent or burning odors cause me to cough or sneeze",NA,NA,-0.521801106497341,-0.876168841578165,-0.763762916955336,FALSE,TRUE,TRUE,TRUE,"Confirmed"
"2","Pungent or burning odors cause me to cough or sneeze",1.47857792602788,4.61533880182774e-05,0.332178174559566,0.220456664005197,0.329878770144186,TRUE,TRUE,TRUE,TRUE,"Confirmed"
"3","Pungent or burning odors cause me to cough or sneeze",1.03415864660839,0.000210506146559819,-0.00208480399421242,-0.0683235566275503,0,TRUE,FALSE,TRUE,FALSE,"Confirmed"
"4","Pungent or burning odors cause me to cough or sneeze",1.32100028818248,1.6554614796771e-06,0.191707735931987,0.0683235566275503,0.17748179030339,TRUE,TRUE,TRUE,TRUE,"Confirmed"
"1","Pungent or burning odors like smoke, vinegar, or nail polish remover elicit strong emotions in me",NA,NA,-0.458553906839593,-0.593724645391377,-0.627961619349857,FALSE,TRUE,TRUE,TRUE,"Confirmed"
"2","Pungent or burning odors like smoke, vinegar, or nail polish remover elicit strong emotions in me",2.68582716616716,7.01594338181621e-12,0.653522245516355,1.25192182899374,1.12099270449731,TRUE,TRUE,TRUE,TRUE,"Confirmed"
"3","Pungent or burning odors like smoke, vinegar, or nail polish remover elicit strong emotions in me",1.00295086267971,0.000394471697524601,-0.0488082120878547,0.0368630073012985,0,TRUE,FALSE,TRUE,FALSE,"Confirmed"
"4","Pungent or burning odors like smoke, vinegar, or nail polish remover elicit strong emotions in me",0.769213363227764,0.00423753478149136,-0.146160126588908,-0.0368630073012985,-0.105445583187052,TRUE,TRUE,TRUE,TRUE,"Confirmed"
"1","Thinking back over the past six months, how much did your eyes tear when cutting onions?",NA,NA,-0.35962540191501,-0.480628291680265,-0.482858568823405,FALSE,TRUE,TRUE,TRUE,"Confirmed"
"2","Thinking back over the past six months, how much did your eyes tear when cutting onions?",1.32052274129652,0.00379701099861429,0.313155454650618,0.480628291680265,0.444966436583011,TRUE,TRUE,TRUE,TRUE,"Confirmed"
"3","Thinking back over the past six months, how much did your eyes tear when cutting onions?",-0.702082076381875,0.0368171247956719,-0.747690595806761,-1.00129241869937,-1.00153097986828,TRUE,TRUE,TRUE,TRUE,"Confirmed"
"4","Thinking back over the past six months, how much did your eyes tear when cutting onions?",2.02683642912329,1.21712684375552e-09,0.794160543071153,1.07601526513366,1.03942311210867,TRUE,TRUE,TRUE,TRUE,"Confirmed"
"1","When I eat horseradish, I find the burning in my nose especially bothersome",NA,NA,-0.690720373057243,-1.27714502892891,-1.16761928163115,FALSE,TRUE,TRUE,TRUE,"Confirmed"
"2","When I eat horseradish, I find the burning in my nose especially bothersome",2.3199148811808,5.72120129049836e-11,0.388238593184016,0.413656282240152,0.452716774137375,TRUE,TRUE,TRUE,TRUE,"Confirmed"
"3","When I eat horseradish, I find the burning in my nose especially bothersome",1.76051126666251,9.69888613866488e-11,0.190595617111587,0.0205983791238528,0.0891421933084342,TRUE,TRUE,TRUE,TRUE,"Confirmed"
"4","When I eat horseradish, I find the burning in my nose especially bothersome",1.54425307473728,4.90888640847231e-09,0.11188616276164,-0.0205983791238528,0,TRUE,TRUE,TRUE,FALSE,"Confirmed"
"1","When I smell something biting or pungent, I panic, remembering similar situations",NA,NA,-0.422104042389814,-0.412136253466947,-0.549712812193217,FALSE,TRUE,TRUE,TRUE,"Confirmed"
"2","When I smell something biting or pungent, I panic, remembering similar situations",2.46062315439175,6.40095149551101e-07,0.848399458266772,1.35761514367711,1.18639964984177,TRUE,TRUE,TRUE,TRUE,"Confirmed"
"3","When I smell something biting or pungent, I panic, remembering similar situations",1.17908120051382,0.00510540666335779,0.220360393160833,0.412136253466947,0.28440764645273,TRUE,TRUE,TRUE,TRUE,"Confirmed"
"4","When I smell something biting or pungent, I panic, remembering similar situations",-0.505773076374448,0.222838650492833,-0.646655809037791,-0.824117110193846,-0.921094484101285,FALSE,TRUE,TRUE,TRUE,"Confirmed"
"1","When it comes to slightly tingling or pungent odors, my nose is much more sensitive than others'",NA,NA,-0.628484491449441,-1.07603479734551,-0.989669597888837,FALSE,TRUE,TRUE,TRUE,"Confirmed"
"2","When it comes to slightly tingling or pungent odors, my nose is much more sensitive than others'",2.34016838250483,9.30131674792278e-07,0.414748887525008,0.526092491737871,0.546508179043149,TRUE,TRUE,TRUE,TRUE,"Confirmed"
"3","When it comes to slightly tingling or pungent odors, my nose is much more sensitive than others'",1.57580858561753,6.63581057414042e-06,0.152316046428295,0.0183220095123258,0.0826661483533822,TRUE,TRUE,TRUE,TRUE,"Confirmed"
"4","When it comes to slightly tingling or pungent odors, my nose is much more sensitive than others'",1.31049891249746,0.000193592473775039,0.0614195574961384,-0.0183220095123258,0,TRUE,TRUE,TRUE,FALSE,"Confirmed"
